id,label
516,BROTHER MICARDLE BROTHER HE OFF
517,THEIR PIETY WOULD BE LIKE THEIR NAMES LIKE THEIR FACES LIKE THEIR CLOTHES AND IT WAS IDLE FOR HIM TO TELL HIMSELF THAT THEIR HUMBLE AND CONTRITE HEARTS IT MIGHT BE PAID A FAR RICHER TRIBUTE OF DEVOTION THAN HIS HAD EVER BEEN A GIFT TENFOLD MORE ACCEPTABLE THAN HIS ELABORATE ADORATION
518,IT WAS IDLE FOR HIM TO MOVE HIMSELF TO BE GENEROUS TOWARDS THEM TO TELL HIMSELF THAT IF HE EVER CAME TO THEIR GATES STRIPPED OF HIS PRIDE BEATEN AND IN BEGGAR'S WEEDS THAT THEY WOULD BE GENEROUS TOWARDS HIM LOVING HIM AS THEMSELVES
519,IDLENEN MBITTERING FINALLY TO ARGUE AGAINST HIS OWN DISPASSIONATE SERTITUDE THAT THE COMMANDMENT OF LOVE BADE US NOT TO LOVE OUR NEIGHBOUR AS OURSELVES WITH THE SAME AMOUNT AND INTENSITY OF LOVE BUT TO LOVE HIM AS OURSELVES WITH THE SAME KIND OF LOVE
520,THE PHRASE AND THE DAY AND THE SCENE HARMONIZED IN A CHORD
521,WORDS WAS IT THEIR COLORS
522,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NO MADS ON THE MARCH VOYAGING A HIGH OVER IRELAND WESTWARD BOUND
523,THE EUROPE THEY HAD COME FROM LAY OUT THERE BEYOND THE IRON SEA EUROPE OF STRANGE TONGUES AND VALIED AND WOULD BEGIRT AND CITADEL AND OF ENTRENCHED AND MARSHALLED RACES
524,AGAIN AGAIN AGAIN
525,A VOICE FROM BEYOND THE WORLD WAS CALLING
526,HELLO STEPHENALS HERE COMES THE DEADLISS
527,THEIR DIVING STONE POISED ON ITS RUDE SUPPORTS AND ROCKING UNDER THEIR PLUNGES AND THE ROUGH HUND STONES OF THE SLOPING BREAKWATER OVER WHICH THEY SCRAMBLED IN THEIR HORSE PLAY GLEAMED WITH COLD WETH LUSTRE
528,HE STOOD STILL INDEFERENCE TO THEIR CALLS AND PARRIED THEIR BANTER WITH EASY WORDS
529,IT WAS A PAIN TO SEE THEM AND A SWORD LIKE PAIN TO SEE THE SIGNS OF ADOLESSANCE THAT MADE REPELLENT THEIR PITIABLE NAKEDNESS
530,STEP FOR ALL STEADILES
531,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HASTE RAPPED CITY
532,YOU WILL FIND ME CONTINUALLY SPEAKING OF FOUR MEN TITIAN HOMEBIND TURNER AND TON'T COUT IT IN ALMOST THE SAME TERMS
533,THE UNITED EVERY QUALITY IN SOMETIMES YOU WILL FIND NO REFERRENT TO THEM AS COLORISTS SOMETIMES AS CURE SCURISTS
534,BY BEING STUDIOUS OF COLOR THEY ARE STUDIOUS OF DIVISION AND WHILE THE CURATE SCURROUS DEVOTES HIMSELF TO THE REPRESENTATION DEGREES OF FORCE IN ONE THING ON SEPARATED LIGHT THE COLORISTS HAVE FOR THEIR FUNCTION DETAIN IN A BEAUTY BY ARRANGEMENT OF THE DIVISIONS OF LIGHT
535,MY FIRST IN PRINCIPAL REASON WAS AT INFORCED BEYOND ALL RESISTANCE ON ANY STUDENT WHO MIGHT ATTEMPT TO COPY THEM THIS METHOD OF LANG TORTONS OF DISTINCT HUGH SIDE BY SIGN
536,SOME OF THE TOUCHES INDEED WHEN THE TINT HAS BEEN NIXED WITH MUCH WATER HAVE BEEN LAID IN LITTLE DROPS OR PONDS SO THAT THE PIGMAN MIGHT CRYSTALLIZE HEART AT EDGE
537,DOES THE HEAD OF A PARROT WITH A LITTLE FLOUR IN HIS BEAK FROM A PICTURE OF CREPOTHES ONE OF HIS SERIES OF THE LIFE OF SAINT GEORGE
538,THEN HE COMES TO THE BEAK OF AN
539,THE BROWN GROUND BENEATH HIS LEFT FOR THE MOST TART ONE TOUCH A BLACK AS PUT FOR THE HOLLOW TWO DELICATE LINES OF DARK GRAY TO FIND THE OUTER CURVE AND ONE LITTLE QUIVERING TOUCH OF WHITE JROWSY INNER EDGE OF THE MANDABLE
540,FOR BELIEVE ME THE FUNNA FLOSPIFY OF ART CAN ONLY RATIFY THEIR OPINION THAT THE BEAUTY OF A COCK ROBIN IS TO BE READ AND OF A GRASS PLOT TO BE GREEN AND THE BEST SKILL VART IS AN INSTANTLY SEIZING ON THE MANIFOLD DELICIOUSNESS OF LIGHT WHICH YOU CAN ONLY SEIZE BY PRECISION OF INSTANTANEOUS TOUCH
541,NOW YOU WILL SEE IN THESE STUDIES THAT THE MOMENT THE WHITE IS ENCLOSED PROPERLY AND HARMONIZED WITH THE OTHER HEES IT BECOMES SOMEHOW MORE PRECIOUS AND TURTLY IN THE WHITE PAPER AND THAT I AM NOT AFRAID TO LEAVE A WHOLE FIELD OF UNTREATED WHITE PAPER ALL ROUND IT BEING SURE THAT EVEN THE LITTLE DIAMONDS AND THE ROUND WINDOW WILL TELL AS JEWELS IF THEIR CREDATED JUSTLY
542,BUT NISPING YAND COPIED FROM TURNER YOU HAVE THE TWO PRINCIPLES BROUGHT OUT PERFECTLY
543,THEY ARE BEYOND ALL OTHER WORKS THAN I KNOW EXISTING DEPENDENT FOR THEIR EFFECT UNLOW SUBDUED TONS THEIR FAVOURITE CHOICE IN TIME OF DAY BEING EITHER DAWN OR TWILIGHT AND EVEN THEIR BRIGHTEST SUNSETS PRODUCED CHIEFLY OUT OF GREAT PAPER
544,IT MAY BE THAT A GREAT COLOURLESS WE USE HIS UTMOST FORCE OF COLLAR AS A SINGER HIS FULL POWER OF VOICE BUT LOUD OR LITLE THE VIRTUES IN BOTH CASES ALWAYS IN REFINEMENT NEVER IN LOUDNESS
545,IT MUST REMEMBER BE ONE OR THE UTTER
546,DO NOT THEREFORE THINK THAT THE GOTHIC SCHOOLS AND EASY ONE
547,THE LAW OF THAT SCHOOLS THAT EVERYTHING SHALL BE SEEN CLEARLY OR AT LEAST ONLY IN SUCH MISTER FAMENESS AS SHALL BE DELIGHTFUL AND I HAVE NO DOUBT THAT THE BEST INTRODUCTION TO IT WOULD BE THE ELEMENTARY PRACTICE OF PAINTING EVERY STUDY ON A GOLDEN GROUND
548,THIS AT ONCE COMPOSED YOU TO UNDERSTAND THAT THE WORK IS TO BE IMAGINATIVE AND DECRATIVE THAT A REPRESENTS BEAUTIFUL FAINCE IN THE CLEAREST WAY BUT NOT UNDER EXISTING CONDITIONS AND THAT IN FACT YOUR PRODUCING JEWELLERS WORK RATHER THAN TICTURES
549,THAT A STYLES WERE STRAINED OR SEVERE DOES NOT MEAN THAT IT IS ALSO IRRUNIUS
550,IN ALL OR LE GATHERGART INDEED YOU WILL FIND FAILURE OF THIS KIND ESPECIALLY DISTORTION IN RAGIDITY WHICH ARE IN MANY RESPECTS PAINFULLY TO BE COMPARED WITH THE SPLENDID REPOSE OF CLASSICARD
551,THE LARGE LETTER CONTAINS INDEED ENTIRELY FEEBLE AND ILL DRAWN FIGURES THAT IS MERELY CHILDISH AND FAILING WORK OF AN INFERER HAND IT IS NOT CHARACTERISTIC OF GOTHIC OR ANY OTHER SCHOOL
552,BUT OBSERVE YOU CAN ONLY DO THIS ON ONE CONDITION THAT OF STRIDE NOSSI TO CREATE IN REALITY THE BEAUTY WHICH YOU SEEK IN IMAGINATION
553,IT WILL BE WHOLLY IMPOSSIBLE FOR YOU TO RETAIN THE TRANQUILLITY OF TEMPER AND FELICITY OF FAITH NECESSARY FROM NOBLE PIERCE PAINTING I MUST YOU ARE ACTIVELY ENGAGED IN PROMOTING THE FHILISTY AND PIECE OF PRACTICAL LIFE
554,YOU MUST LOOK AT HIM IN THE FACE FIGHT HIM CONQUER HIM WITH WHAT SCATE YOU MAY YOU NEED NOT THINK TO KEEP OUT OF THE WAY OF HIM
555,THE COLORIST SAYS FIRST OF ALL AS MY DELICIOUS PARACY WAS RUBY SO THIS NASTY VIVER SHALL BE BLACK AND THEN IS THE QUESTION CAN I ROUND HIM OFF EVEN THOUGH HE IS BLACK AND MAKE HIM SLYMY AND YET SPRING AND CLOSE DOWN CLIED LIKE A POOL BLACK BLOOD ON THE EARTH ALL THE SAME
556,NOTHING WILL BE MORE PRECIOUS TO YOU I THINK IN THE PRACTICAL STUDY OF ART IN THE CONVICTION WHICH WILL FORCE ITSELF ON YOU MOURN MORE EVERY HOUR OF THE WAY ALL THINGS ARE BOUND TOGETHER LITTLE IN GREAT IN SPIRIT AND IN MATTER
557,YOU KNOW I'VE JUST BEEN TELLING YOU HOW THIS SCHOOL MATERIALISM IN CLAY INVOLVED ITSELF AT LAST AND CLOUD AND FIRE
558,HERE'S AN EQUALLY TYPICAL GREEK SCHOOL LANDSCAPE BY WILSON LOST WHOLLY IN GOLD MIST THE TREES SO SLIGHTLY DRAWN THAT YOU DON'T KNOW IF THEY ARE TREES WERE TOWERS AND NO CARE FOR COLOR WHAT SOEVER PERFECTLY DECEPTIVE SUNSHINE THROUGH THE MIST APOLLO IN THE PIETHAN
559,NOW HERE'S ROFFIEL EXACTLY BETWEEN THE TWO TREES STILL DRAWN LEAF BY LEIF WHOLLY FORMAL THE BEAUTIFUL MIST COME INGRADUALLY INTO THE DISTANCE
560,WELL THEN LAST HERE IS TERMS GREEK SCHOOL OF THE HIGHEST CLASS AND YOU DEFINE HIS ART ABSOLUTELY AS FIRST THE DISPLAYING INTENSELY AND WITH THE STERNEST INTELLECT OF NATURAL FORM AS IT IS AND IN THE ENVELOPMENT OF IT WITH CLOUD AND FAR
561,ONLY THERE ARE TWO SORTS OF CLOUD AND FAR
562,HE KNOWS THEM BUT
563,THERE'S ONE AND THERE'S ANOTHER SHAD DUDLEY AND THE FLENT
564,IT IS ONLY IT PENCE OUTLINED BY EDWARD BURN JONES AN ILLUSTRATION IN THE STORY OF PSYCHE IT IS THE INTRODUCTION OF PSYCHE AFTER ALL HER TROUBLES INTO HEAVEN
565,EVERY PLAN IN THE GRASS IS SET FORMALLY GROSS PERFECTLY AND MAY BE REALIZED COMPLETELY
566,EXQUISITE ORDER AND UNVERSAL WITH THE TERNAL LIFE AND LIGHT THIS IS THE FAITH AN EFFORT OF THE SCHOOLS OF CRISTEL AND YOU MAY DESCRIBE AND COMPLETE THEIR WORK QUITE LITERALLY BY TAKING ANY VERSES OF CHOSER IN HIS TENDER MOOD AND OBSERVING HOW HE INSISTS ON THE CLEARNESS AND BRIGHTNESS FIRST AND THEN ON THE ORDER
567,THUS IN CHASSER'S DREAM
568,IN BOST THESE HIGH MYTHICAL SUBJECTS THE SURROUNDING NATURE THOUGH SUFFERING IT STILL DIGNIFIED AND BEAUTIFUL
569,EVERY LINE IN WHICH THE MASTER TRACES IT EVEN WERE SEEMINGLY NEGLEGENT IS LOVELY AND SET DOWN WITH A MEDITATIVE CALMNESS WHICH MAKES THESE TWO ACCIINGS CAPABLE OF BEING PLACED BESIDE THE MOST TRANQUIL WORK OF WHOLE BINE OR DUR
570,BUT NOW HERE'S A SUBJECT OF WHICH YOU WILL WONDER AT FIRST WHY TURN ADDREW AT ALL
571,AS NO BEAUTY WHATSOEVER NO SPECIALTY OF PICTURESQUENESS AND ALL ITS LINES ARE CRAMPED AND POOR
572,THE CRAMPNESS IN THE POVERTY OR ALL INTENDED
573,IT IS A GLEANER BRAIN DOWN HER ONE SHIEF OF CORN TO AN OLD WATER MILL ITSELF MOSSY AND RENT SCARCELY ABLE TO GET ITS STONES TO TURN
574,THE SCENE IS ABSOLUTELY ARCADIAN
575,SEE THAT YOUR LIES BE IN NOTHING WORSE THAN A BOYS CLIMBING FOR HIS ENTANGLED KITE
576,IT WILL BE WELL FOR YOU DO YOU JOIN NOT WITH THOSE WHO INSTEAD OF KITES FLY FALCONS WHO INSTEAD OF OBEY THE LAST WORDS OF THE GREAT CLOUD SHEPHERD TO FEED HIS SHEEP LIVE THE LIVES HOW MUCH LESS THAN VANITY OF THE WAR WOLF IN THE GUEREAGLE
577,HOW STRANGE IT SEEMED TO THE SAD WOMAN AS SHE WATCHED THE GROWTH AND THE BEAUTY THAT BECAME EVERY DAY MORE BRILLIANT AND THE INTELLIGENCE THAT THROUGH ITS QUIVERING SUNSHINE OVER THE TINY FEATURES OF THIS CHILD
578,GOD AS A DIRECT CONSEQUENCE OF THE SIN WHICH MAN THUS PUNISHED HAD GIVEN HER A LOVELY CHILD WHOSE PLACE WAS ON THAT SAME DISHONORED BOSOM TO CONNECT HER PARENT FOREVER WITH THE RACE AND DESCENT OF MORTALS AND TO BE FINALLY A BLESSED SOUL IN HEAVEN
579,YET THESE THOUGHTS AFFECTED HESTER PRINT LESS WITH HOPE THAN APPREHENSION
580,THE CHILD HAD A NATIVE GRACE WHICH DOES NOT INVARIABLY CO EXIST WITH BOULTLESS BEAUTY IT'S A TIRE HOWEVER SIMPLE ALWAYS IMPRESSED THE BEHOLDER AS IF IT WERE THE VERY GARB THAT PRECISELY BECAME IT BEST
581,THIS OUTWARD NEW DABILITY INDICATED AND DID NOT MORE THAN FAIRLY EXPRESS THE VARIOUS PROPERTIES OF HER IN HER LIFE
582,PESTY COULD ONLY ACCOUNT FOR THE CHILD'S CHARACTER AND EVEN THEN MOST VACALLY AND IMPERFECTLY BY RECALLING WHAT SHE HERSELF HAD BEEN DURING THAT MOMENT DISPERIOD WHILE PEARL WAS ABIBING HER SOUL FROM THE SPIRITUAL WORLD AND HER BODILY FRAYENG FROM ITS MATERIAL OF BIRTH
583,THEY WERE NOW ILLUMINATED BY THE MORNING RADIANCE OF A YOUNG CHILD'S DISPOSITION BUT LATER IN THE DAY OF EARTHLY EXISTENCE MIGHT BE PERLITHIC OF THE STORM AND WHERE A WENT
584,HESTER PRINT NEVERTHELESS THE LOVING MOTHER OF THIS ONE CHILD RAN LITTLE RISK OF ERRING ON THE SIDE OF UNDUE SEVERITY
585,MINDFUL HOWEVER OF HER OWN ERRORS AND MISFORTUNES SHE EARLY SOUGHT TO IMPOSE A TENDER BUT STRICT CONTROL OVER THE INFANT IMMORTALITY THAT WAS COMMITTED TO HER CHARGE
586,AS TO ANY OTHER KIND OF DISCIPLINE WHETHER ADDRESSED TO HER MIND OR HEART LITTLE PERAL MIGHT OR MIGHT NOT BE WITHIN ITS REACH IN ACCORDANCE WITH THE CAPRICE THAT ROLLED THE MOMENT
587,IT WAS A LOOK SO INTELLIGENT YET IT EXPLICABLE PERVERSE SOMETIMES SO MALICIOUS BUT GENERALLY ACCOMPANIED BY A WILD FLOW OF SPIRITS THAT HESTER COULD NOT HUP QUESTIONING AT SUCH MOMENTS WITH THEIR PEARL WAS A HUMAN CHILD
588,BEHOLDING IT HESTER WAS CONSTRAINED TO RUSH TOWARDS THE CHILD TO PURSUE THE LITTLE ELTH IN THE FLIGHT WHICH SHE INVARIABLY BEGAN TO SNATCH HER TO HER BOSOM WITH A CLOSE PRESSURE AND EARNEST KISSES NOT SO MUCH FROM OVERFLOWING LOVE AS TO ASSURE HERSELF THAT PEARL WAS SPLESSION BLOOD AND NOT UTTERLY DELUSIVE
589,BURDING OVER ALL THESE MATTERS THE MOTHER FELT LIKE ONE WHO HAS A BOKED THE SPIRIT BUT BY SOME IRREGULARITY IN THE PROCESS OF CONJURATION HAS FAILED TO WIN THE MASTER WORD THAT SHOULD CONTROL THIS NEW AND INCOMPREHENSIBLE INTELLIGENCE
590,PEARL WAS A BORN OUTCAST OF THE INTENTILE WORLD
591,PEARL SAW AND GAZED AND TENTLY BUT NEVER STOPPED TO MAKE ACQUAINTANCE
592,IF SPOKEN TO SHE WOULD NOT SPEAK AGAIN
593,HESTER PRIN WENT ONE DAY TO THE MANSION OF GOVERNOR BELLING HAM WITH A PAIR OF GLOVES WHICH SHE HAD FERNAGED AND EMBORIDED TO HIS ORDER AND WHICH WERE TO BE WORN ON SOME GREAT OCCASION OF STATE BORE THOUGH THE CHANCES OF A POPULAR ELECTION HAD CAUSED THE SPORMER RULER TO DESCEND A STEP OR TWO FROM THE HIGHEST RANK HE STILL HELD AN HONORABLE AND INFLUENTIAL PLACE AMONG THE COLONIAL MAGISTRACY
594,ANOTHER AND FAR MORE IMPORTANT REASON THAN THE DELIVERY OF A PAIR OF EMBOIDERED GLOVES AND PELTESTER AT THIS TIME TO SEEK AN INTERVIEW WITH A PERSONAGE OF SO MUCH POWER AND DACTIVITY IN THE AFFAIRS OF THE SETTLEMENT
595,AT THAT EPOCH OF PURSETEN SIMPLICITY HOWEVER MATTERS HAVE EVEN SLIGHTER PUBLIC INTEREST AND OF BAR LESS IN TWINSIC WAIT THAN THE WELFARE A PESTER AND HER CHILD WERE STRANGELY MIXED UP WITH A DELIBERATIONS OF LEGISLATORS AND ACTS OF STATE
596,THE PERIOD WAS HARDLY IF AT ALL EARLIER THAN THAT OF OUR STORY WHEN A DISPUTE CONCERNING THE RIGHT OF PROPERTY IN A PIG NOT ONLY CAUSE A FIERCE AND BITTER CONTEST IN THE LEGISLATIVE BODY OF THE COLONY BUT RESULTED IN THAN IMPORTANT MODIFICATION OF THE FRAMEWORK ITSELF OF THE LEGISLATURE
597,WE HAVE SPOKEN OF PEARLS RICH AND LUXURIATE BEAUTY A BEAUTY THAT SHONE WITH DEEP AND VIVID TINTS A BRIGHT COMPLEXION EYES POSSESSING INTENSITY BOTH OF DEPTH AND GLOW AND HAIR ALREADY OF A DEEP GLOSSY BROWN AND WHICH IN AFTER YEARS WOULD BE NEARLY AKIN TO BLACK
598,IT WAS THE SCARLET LETTER IN ANOTHER FORM THE SCARLET LETTER ENDOWED WITH LIFE
599,THE MOTHER HERSELF AS IF THE RED IGNOMINY WERE SO DEEPLY SCORCHED INTO HER BRAIN THAT ALL HER CONCEPTIONS ASSOON DIDS FORM HAD CAREFULLY WROUGHT OUT THE SAMILITUDE LAVISHING MANY HOURS OF MORE BIT INGENUITY TO CREATE AN ANALOGY BETWEEN THE OBJECT OF HER AFFECTION AND THE EMBLEM OF HER GUILT AND TORTURE
600,BUT IN TRUTH PEARL WAS THE ONE AS WELL AS THE OTHER AND ONLY IN CONSEQUENCE OF THAT IDENTITY HAD HESTER CONTRIVED SO PERFECTLY TO REPRESENT THE SCARLET LETTER IN HER APPEARANCE
601,COME THEREFORE AND LET US SPLING MUD AT THEM
602,BUT PERLL WHO WAS A DAUGHTE WAS CHILD AFTER FROWNING STAPPING HER FOOT BEEN SHAKING HER LITTLE HAND WITH A VARIETY OF THREATENING GESTURES SUDDENLY MADE A RUSH AT THE KNOT OF HER ENEMIES AND PUT THEM ALL TO FLIGHT
603,SHE SCREAMED AND SHOUTED TOO WITH A TERRIFIC VOLUME OF SOUND WHICH DOUBTLESS CAUSED THE HEARTS OF THE FUGITIVES TO QUAKE WITHIN THEM
604,IT WAS FURTHER DECORATED WITH STRANGE AND SEEMINGLY CABALISTIC FIGURES ON DIAGRANDS SUITABLE TO THE QUAINT TASTE OF THE AGE WHICH HAD BEEN DRAWN IN THE STUCCO WHEN NEWLY LAID ON AND HAD NOW GROWN HARD AND DORABLE FOR THE ADMIRATION OF AFTER TIMES
605,THEY APPROACHED THE DOOR WHICH WAS OF AN ARCHED FORM AND FLEGGED ON EACH SIDE BY A NARROW TOWER OR PROJECTION OF THE EDIFICE IN BOTH OF WHICH WERE LATISH WINDOWS THE WOODEN SHUDDERS TO CLOSE OVER THAT THAT NEED
606,LIFTING THE IRON HABIT THAT HONG AT THE PORTAL HESTER PRIN GAVE A SUMMONS WHICH WAS ANSWERED BY BONE OF THE GOVERNOR'S BONDSERVANTS A FREE BORN ENGLISH MEN BUT NOW A SEVEN YEAR'S SLAVE
607,YEA HIS HONORABLE WORSHIP IS WITHIN BUT HE HATH A GODLY MINISTER OR TWO WITH HIM AND LIKEWISE ALLEACH
608,YOU MAY NOT SEE HIS WORSHIP NOW
609,WITH MANY VARIATIONS SUGGESTED BY THE NATURE OF HIS BUILDING MATERIALS DIVERSITY OF CLIMATE AND THE DIFFERENT MODE OF SOCIAL LIFE GOVERNOR BELLING HIM HAD PLANNED HIS NEW HABITATION AFTER THE RESIDENCES OF GENTLEMEN OF FAIR ESTATE IN HIS NATIVE LAND
610,ON THE TABLE AND TOKEN THAT THE SENTIMENT OF OLD ENGLISH HOSPITALITY HAD NOT BEEN LEFT BEHIND STOOD A LARGE PUTER TANKERED AT THE BOTTOM OF WHICH HAD HESTER OR PEARL PEEPED INTO IT THEY MIGHT HAVE SEEN THE FROTH Y RENNANT OF A RECENT DRAUGHT OF ALE
611,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLAMING ARMOUR AS SHE HAD BEEN WITH THE GLITTERING FRONT OF PIECE OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREASTPLATE
612,MOTHER CRIED SHE I SEE YOU HEAR LOOK NOOK
613,AND TRUTH SHE SEEMED ABSOLUTELY HIDDEN BEHIND IT
614,FURL ACCORDINGLY RAN TO THE BOAT WINDOW AT THE FARTHER END OF THE HALL AND LOOKED ALONG THE VISTA OF A GARDEN WALK CARPETED WITH CLOSELY SHAPEN GRASS AND BORDERED WITH SOME RUDE AND IMMATURE ATTEMPT AT TROUBERY
615,BUT THE PROPRIETOR APPEARED ALBARY TO HAVE READ LINGUISHED AS HOPELESS THE EFFORT TO PERPETUATE ON THIS SIDE OF THE ATLANTIC IN A HARD SOIL AND AMID THE CLOSE STRUGGLE FOR SUBSISTENCE THE NATIVE ENGLISH TASTE FOR ORNAMENTAL GARDENING
616,THERE WERE A FEW ROSE BUSHES HOWEVER AND A NUMBER OF APPLE TREES PROBABLY THE DESCENDANTS OF THOSE PLANTED BY THE REVEREND MISTER BLACKSTONE THE FIRST SETTLER OF THE PININCILLA THAT HALF MYTHOLOGICAL PERSONAGE WHO RIDES THROUGH OUR EARLY ANNALS SEATED ON THE BACK OF A BULL
617,FEARLE SEEING THE ROSE BUSHES BEGAN TO CRIE WHERE OUR BED ROSE AND WOULD NOT BE PACIFIED
618,HE WORE BLUE SILK STOCKINGS BLOOMY PANTS WITH GOLD BUFFALS A BLUE RUFFLED WAIST AND A JACKET OF BRIGHT BLUE BREATHED WITH GOLD
619,HIS HAT HAD A PEAKED CROWN IN A FLAD BRIM AND AROUND THE BRIM WAS A ROW OF TIMY THE GOLDEN BELLS THAT TINKLED WHEN HE MOVED
620,INSTEAD OF SHOES THE OLD MAN WORE BOOTS WITH TURN OVER TOPS AND HIS BLUE CODE HAD WIDE CUST OF GOLD BRAID
621,FOR A LONG TIME HE HAD WISHED TO EXPLORE THE BEAUTIFUL LAND OF EWES IN WHICH THEY LIVED
622,WHEN THEY WERE OUTSIDE UNSIMPLY LATCHED THE DOOR AND STARTED UP THE PATH
623,NO ONE WOULD DISTURB THEIR LITTLE HOUSE EVEN IF ANY ONE CAME SO FAR INTO THE THICK FOREST WHILE THEY WERE GONE
624,AT THE FOOT OF THE MOUNTAIN THE SEPARATED THE COUNTRY OF THE MUNCH KINS FROM THE COUNTRY OF THE GILLICANS THE PATH DIVIDED
625,HE KNEW IT WOULD TAKE THEM TO THE HOUSE OF THE CROOKED MAGICIAN WHOM HE HAD NEVER SEEN BUT WHO WAS THEIR NEAREST NEIGHBOUR
626,ALL THE MORNING THEY TRUDGED OUT THE MOUNTAIN PATH AND A NEW NUNK IN OJO SAT ON A FALLEN TREE TRUNK AND ATE THE LAST OF THE BREAD WHICH THE OLD MUNCHIN HAD PLACED IN HIS POCKET
627,THEN THEY STARTED ON AGAIN AND TWO HOURS LATER CAME IN SIGHT OF THE HOUSE OF DOCTOR PIPPED
628,ON CANNOT CAT THE DOOR OF THE HOUSE AND A CHUBBY PLEASANT FACED WOMAN DRESSED ALL AND BLUE OPENED IT AND GREETED THE VISITORS WITH A SMILE
629,I AM MY DEAR AND ALL STRANGERS ARE WELCOME TO MY OWN
630,WE HAVE COME FROM A FIRELONELY REPLACE THAN THIS ALTHOUGH MERE PLACE
631,AND YOU MUST BE ODO THE UNLUCKY SHE ADDED
632,ODO HAD NEVER EATEN SUCH A FINE MEAL AND ALL HIS LIFE
633,WE'RE TAVELING REPLIED O JOE AND WE STATHED YOUR HOUSE JUST A RESTING OF FRESH OURSELVES
634,THE WOMAN SEEMED THOUGHTFUL
635,AT ONE END STOOD A GREAT FIREPLACE IN WHICH A BLUE LOG WAS BLAZING WITH A BLUE FLAME AND OVER THE FIRE HUNG FOUR KETTLES IN A ROW ALL BUBBLING AND STEAMING AT A GREAT RATE
636,IT TAKES ME SEVERAL YEARS TO MAKE THIS MAGIC POWDER BUT AT THIS MOMENT I AM PLEASED TO SAY IT IS NEARLY DONE YOU SEE I AM MAKING IT FROM MY GOOD WIFE MARGALOT WHO ONCE TO USE SOME THE BIT FOR A PURPOSE OF HER OWN
637,YOU MUST KNOW SAID MARGALADE WHEN THEY WERE ALL SEATED TOGETHER ON THE BROAD WIDOW SEAT THAT MY HUSBAND FOOLISHLY GAVE AWAY ALL THE POWDER OF LIFE HE FIRST MADE TO OLD MOBBY THE WITCH WHO USED TO LEAVE IN THE COUNTRY OF THE GILLIQUENS TO THE NORTH OF HERE
638,THE FIRST LOT WE TEPT TO DON OUR GLASS HAT WHICH NOT ONLY BEGAN TO LIVE BUT HAS LIVED EVER SINCE
639,I THINK THE NEXT GLASS CAP AND MADITION MAKES WILL HAVE NEITHER BRAINS NOR HEART FOR THEN IT WILL NOT OBJECT TO CATCHING MICE AND MAY PROVE OF SOME USE TO US
640,I'M AFRAID I DON'T KNOW MUCH YOU ABOUT THE LAND AND USE
641,USE IDLY AT DOLL MY LIFE WITHOUT NUNKEY THE SILENT ONE AND THERE WAS NO ONE TO COUNT ME ANYTHING
642,THAT IS ONE REASON YOU ARE ODO THE UNLUCKY SAID THE WOMAN IN SYMPATHETIC TONE
643,I THINK I MUST SHOW YOU MY PATCHWORE GIRL SAID MARGALATE LAUGHING AT THE BOY'S ASTONISHMENT FOR SHE IS RATHER DIFFICULT TO EXPLAIN
644,BUT FIRST ABLE TELL YOU THAT FROM MANY YEARS I HAVE LONGED FOR A SERVANT TO HELP ME WITH A HOUSE WORK AND TO COCONEILS AND WATCH THE DISHES
645,YET THAT TASK WAS NOW AS OLEASY AS YOU MAY SUPPOSE
646,A BED QUILT MADE OF PATCHES OF DIFFERENT KINDS AND COLORS OF CLOTH ALL MEATLY SO TOGETHER
647,SOMETIMES IT IS CALLED A CRAZY QUILT BECAUSE THE PATCHES AND COLOURS OR SO NAKE STOP
648,WHEN I FOUND DID I SAID TO MYSELF THAT HE WOULD DO NICELY FOR MY SERVANT GIRL FOR WHEN SHE WAS BROUGHT TO LIE IF SHE WOULD NOT BE PROUD NOR HAUGHTY AS THE GLASS HAT IS FOR SUCH A DREADFUL MIXTURE OF COLORS WOULD DISCOURAGE HER FROM TIME TO BE AS DIGNIFIED AS THE BLUE MUNCH GINS ARE
649,AT THE EMERALD CITY WHERE OUR PRINCESS OWSENMILIVES GREEN IS THE POPULAR COLORR
650,I WILL SHOW YOU WHAT A GOOD JOB I DID AND SHE WENT TO A TALL CUPBOARD AND THREW OPEN THE DOORS
651,OH JULL EXAMINED THIS CURIOUS CONTRIVANCE WITH WONDER
652,LARGALOT HAD FIRST MADE THE GIRL'S FORM FROM THE PATCHWORE QUILLED AND THEN SHE HAD DRESSED IT WITH A PATCH WORK SKIRT AND IN APRON WITH POCKETS IN IT USING A SAME GAME MATERIAL THROUGHOUT
653,THE HEAD OF THE PATCHORE GIRL WAS THE MOST CURIOUS PART OF HER
654,THE HAIR WAS OF BROWNIARD AND HUNG DOWN ON HER NECK IN SEVERAL NEED BRAIDS
655,GOLD IS THE MOST COMMON METAL IN THE LAND OF OWES AND IS USED FROM ANY PURPOSES BECAUSE IT HAS SOFT IMPLIABLE
